ap_timeo;ap_datemaj;Commune (nom);Coordonnées;Commune (code INSEE);id;ap_datedeb;ap_datefin;ap_adresse;desserte;desserte_scolaire;desserte_soirs_we;desserte_dimanche;desserte_2145;acces_pmr;banc;eclairage;poubelle;quartier_offre;ap_modif;Date de début de version;Date de fin de version;Est la version active;Visibilité
2156;2022-06-24T02:00:00+02:00;Cesson-Sévigné;48.127106, -1.614035;35051;2156;2022-12-15T01:00:00+01:00;;20 rue du Douet, Cesson-Sévigné;64;200;;64;64;Oui;Oui;Oui;Oui;Cesson nord;Changement de desserte;2024-02-12;;Oui;Grand public
2155;2022-07-06T02:00:00+02:00;Cesson-Sévigné;48.127731, -1.620931;35051;2155;2022-12-15T01:00:00+01:00;;29 rue des Grandes Mottes, Cesson-Sévigné;64 83;;64;64;64;Oui;;;;Cesson nord;Changement de desserte;2024-02-12;;Oui;Grand public
9106;2018-09-11T02:00:00+02:00;Rennes;48.107536, -1.67729;35238;9106;;;14 bis boulevard de la Liberté, Rennes;;;;;;;;;;;Création;2002-01-01;;Oui;Grand public
3102;2022-06-27T02:00:00+02:00;Pacé;48.150803, -1.792262;35210;3102;2022-10-24T02:00:00+02:00;;8 rue de la Pie Neuve, Pacé;52;Ts43 243;;81;77;Oui;Oui;Oui;Oui;Pacé - Sud;Changement de desserte;2022-10-24;;Oui;Grand public
9098;2018-09-11T02:00:00+02:00;Rennes;48.11844, -1.688232;35238;9098;;;17 avenue du 41ème Régiment d'Infanterie, Rennes;;;;;;;;;;;Création;2002-01-01;;Oui;Grand public
1371;2021-09-15T02:00:00+02:00;Rennes;48.133316, -1.685114;35238;1371;2018-05-05T02:00:00+02:00;;1 rue de la Chaussée, Rennes;C2 12 14;204;;;;Oui;Oui;Oui;Oui;Lycée PMF;Déplacement;2018-05-05;2024-08-31;Oui;Grand public
4069;2018-06-05T02:00:00+02:00;La Chapelle-des-Fougeretz;48.183129, -1.726001;35059;4069;2018-09-04T02:00:00+02:00;;16 boulevard du Grand Bois, la Chapelle-des-Fougeretz;52;;52;52;;Oui;Oui;Oui;Oui;La Chapelle Fougeretz - Centre-ville;;2018-09-04;;Oui;Grand public
3007;2018-08-28T02:00:00+02:00;Chantepie;48.089998, -1.623012;35055;3007;2018-03-30T02:00:00+02:00;;25 avenue André Bonnin, Chantepie;C1 13;;;;;Oui;Oui;Oui;Oui;Chantepie cœur de ville;Déplacement;2018-03-30;2024-05-31;Oui;Grand public
1303;2021-08-17T02:00:00+02:00;Rennes;48.128353, -1.694114;35238;1303;2021-08-30T02:00:00+02:00;;1 avenue de Cucillé, Rennes;14 C4;;;;;Oui;Oui;Oui;Non;Préfecture-ESC-Basch;Nouveau nom;2021-08-30;2024-09-01;Oui;Grand public
3121;2018-07-24T02:00:00+02:00;Pacé;48.149381, -1.789012;35210;3121;2018-09-03T02:00:00+02:00;;5 rue du Docteur Léon, Pacé;52;Ts43 243;81;81;;Impossible;Non;Non;Non;Pacé - Sud;Changement de desserte;2022-10-24;;Oui;Grand public
3246;2020-06-23T02:00:00+02:00;Orgères;48.002386, -1.668891;35208;3246;2020-09-01T02:00:00+02:00;;15 rue de Pont-Péan, Orgères;;Ts4 Ts51 Ts53 Ts54 Ts55 233;;;;Non;Non;Non;Non;Orgères centre ville;Changement de desserte;2020-09-01;;Oui;Grand public
4269;2022-07-25T02:00:00+02:00;La Chapelle-Thouarault;48.123099, -1.866053;35065;4269;2018-09-03T02:00:00+02:00;;4 rue des Vignes, la Chapelle-Thouarault;53 153;238 Ts37;53;53;;Oui;Oui;Oui;Oui;La Chapelle Thouarault - Centre-ville;Changement de desserte;2018-09-03;;Oui;Grand public
3611;2018-05-24T02:00:00+02:00;Parthenay-de-Bretagne;48.186413, -1.816451;35216;3611;;;9 Bel Air, Parthenay-de-Bretagne;65;236;77;65;;Oui;Non;Non;Non;Parthenay - Campagne;;2002-01-01;;Oui;Grand public
1457;2021-05-31T02:00:00+02:00;Rennes;48.086765, -1.683887;35238;1457;2016-08-29T02:00:00+02:00;;10 rue de Norvège, Rennes;13 59 72 79;;;72;;Oui;Oui;Oui;Oui;Bréquigny;;2016-08-29;;Oui;Grand public
2441;2022-06-27T02:00:00+02:00;Betton;48.184947, -1.649817;35024;2441;2022-10-24T02:00:00+02:00;;63 avenue d'Armorique, Betton;78 178;;;;;Impossible;Non;Non;Non;Betton - Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2089;2018-06-05T02:00:00+02:00;Cesson-Sévigné;48.113572, -1.59052;35051;2089;2016-08-29T02:00:00+02:00;;10 rue de la Rigourdière, Cesson-Sévigné;C6 67;;;;;Oui;Oui;Oui;Oui;Rigourdière;;2016-08-29;2024-09-01;Oui;Grand public
3028;2018-06-05T02:00:00+02:00;Chantepie;48.085464, -1.604031;35055;3028;2016-08-29T02:00:00+02:00;;3 place Rosa Parks, Chantepie;34 C1;;;;;Oui;Oui;Oui;Oui;Chantepie - neuf journaux;;2023-09-04;;Oui;Grand public
4554;2018-06-05T02:00:00+02:00;Saint-Armel;48.014788, -1.598383;35250;4554;;;11 rue de Rennes, Saint-Armel;73;;62;62;;Oui;Non;Non;Non;Saint-Armel centre ville;;2002-01-01;;Oui;Grand public
4109;2018-07-25T02:00:00+02:00;Corps-Nuds;47.97901, -1.587893;35088;4109;;;15 rue de Rennes, Corps-Nuds;73 173;;62;62;;Oui;Non;Non;Non;Corps-Nuds centre ville;;2022-10-24;;Oui;Grand public
3806;2019-05-23T02:00:00+02:00;Bourgbarré;47.994399, -1.631365;35032;3806;;;1 la Pérelle, Bourgbarré;74;Ts51 213 230;61;61;;Non;Non;Non;Non;Bourgbarré - campagne;;2022-10-24;2024-09-01;Oui;Grand public
1211;2018-02-07T01:00:00+01:00;Rennes;48.103116, -1.652491;35238;1211;;;40 avenue Monseigneur Mouézy, Rennes;11;;11;;;Oui;Non;Non;Non;Cimetière de l'Est;;2002-01-01;;Oui;Grand public
2043;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.124354, -1.618478;35051;2043;2022-10-24T02:00:00+02:00;;50 rue du Cormier, Cesson-Sévigné;;206 216;;;;Oui;Oui;Oui;Oui;Cesson - La Boulais;Changement de desserte;2022-10-24;;Oui;Grand public
1171;2022-06-27T02:00:00+02:00;Rennes;48.110016, -1.663623;35238;1171;2022-10-24T02:00:00+02:00;;64 avenue Sergent Maginot, Rennes;C4 C6 N4;;;;;Oui;Oui;Oui;Oui;Axe Est-Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
2775;2022-09-01T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.034864, -1.664171;35206;2775;2022-10-24T02:00:00+02:00;;2 boulevard des Côteaux, Noyal-Châtillon-sur-Seiche;;;;;61;Oui;;;;;Création;2022-10-24;2024-09-01;Oui;Grand public
1675;2018-10-16T02:00:00+02:00;Rennes;48.134888, -1.698409;35238;1675;2018-09-03T02:00:00+02:00;;1 rue Christine de Pisan, Rennes;12;;;;;Oui;Oui;Oui;Oui;Beauregard Quincé;Création;2018-09-03;;Oui;Grand public
2426;2018-09-28T02:00:00+02:00;Betton;48.164087, -1.624866;35024;2426;;;19 Tihouït, Betton;70;;;;;Oui;Non;Non;Non;Betton - rte de St Sulpice;Autre;2002-01-01;;Oui;Grand public
2822;2018-09-28T02:00:00+02:00;Saint-Grégoire;48.154519, -1.686637;35278;2822;2015-08-31T02:00:00+02:00;;14 rue Henri Schmitt, Saint-Grégoire;C2;204;;;;Oui;Non;Non;Non;Saint-Grégoire - centre-ville;;2015-08-31;2024-08-31;Oui;Grand public
2405;2022-06-27T02:00:00+02:00;Betton;48.181894, -1.641783;35024;2405;2022-10-24T02:00:00+02:00;;19 avenue d'Armorique, Betton;51 78 83 178;202 222;;51;51;Oui;Oui;Non;Oui;Betton - centre ville;Changement de desserte;2022-10-24;;Oui;Grand public
1665;2018-09-28T02:00:00+02:00;Rennes;48.113248, -1.713671;35238;1665;2017-05-25T02:00:00+02:00;;1 C allée Ermengarde d'Anjou, Rennes;14;;;;;Oui;Non;Non;Non;Atalante Champeaux;;2017-05-25;;Oui;Grand public
1191;2022-06-27T02:00:00+02:00;Rennes;48.115474, -1.704489;35238;1191;2022-10-24T02:00:00+02:00;;11 résidence Saint-Jean-Baptiste de la Salle, Rennes;C4 N1;;;;;Oui;Oui;Oui;Non;Languedoc;Changement de desserte;2022-10-24;;Oui;Grand public
1670;2018-10-16T02:00:00+02:00;Rennes;48.12383, -1.70903;35238;1670;2018-09-03T02:00:00+02:00;;45 avenue Sir Winston Churchill, Rennes;12 N1;;;;;Oui;Non;Non;Non;Kennedy;Création;2018-09-03;;Oui;Grand public
2217;2018-10-01T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.090645, -1.695013;35281;2217;2016-08-29T02:00:00+02:00;;20 rue des Vingt-cinq Fusillés, Saint-Jacques-de-la-Lande;13 37;;;;;Oui;Oui;Oui;Oui;Saint-Jacques rennais;;2016-08-29;;Oui;Grand public
2207;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.093835, -1.700389;35281;2207;2022-10-24T02:00:00+02:00;;60 rue des Lilas, Saint-Jacques-de-la-Lande;13 N3;245;;;;Oui;Non;Non;Non;La Courrouze;Changement de desserte;2022-10-24;;Oui;Grand public
4754;2020-06-23T02:00:00+02:00;Laillé;47.973599, -1.714829;35139;4754;2020-09-01T02:00:00+02:00;;4 impasse le Rachat, Laillé;;Ts9 Ts55;;;;Non;Non;Non;Non;Laillé centre sud;Changement de desserte;2020-09-01;;Oui;Grand public
1467;2021-02-04T01:00:00+01:00;Rennes;48.087112, -1.653791;35238;1467;2020-10-31T01:00:00+01:00;;1 bis place de Prague, Rennes;13 N2 Relais_a;;;;;Oui;Oui;Oui;Non;Le Blosne;Déplacement;2022-10-24;;Oui;Grand public
3605;2019-03-25T01:00:00+01:00;Parthenay-de-Bretagne;48.189982, -1.820845;35216;3605;2019-09-02T02:00:00+02:00;;12 la Goisardière, Parthenay-de-Bretagne;65 165;236;;65;;Non;Oui;Non;Oui;Parthenay - Campagne;Changement de desserte;2019-09-02;;Oui;Grand public
3614;2019-03-25T01:00:00+01:00;Parthenay-de-Bretagne;48.191822, -1.82784;35216;3614;2019-09-02T02:00:00+02:00;;21 B rue Principale, Parthenay-de-Bretagne;65 165;236;77;65;;Oui;Non;Non;Non;Parthenay - Centre-ville;Changement de desserte;2019-09-02;;Oui;Grand public
1729;2022-09-01T02:00:00+02:00;Rennes;48.121573, -1.66266;35238;1729;2022-10-24T02:00:00+02:00;;115 boulevard de Metz, Rennes;32;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
1330;2018-02-07T01:00:00+01:00;Rennes;48.120357, -1.681603;35238;1330;2015-08-31T02:00:00+02:00;;83 rue de Saint-Malo, Rennes;12;;;;;Oui;Oui;Oui;Non;Saint-Martin;;2015-08-31;;Oui;Grand public
1335;2018-02-07T01:00:00+01:00;Rennes;48.097705, -1.6684;35238;1335;2015-08-31T02:00:00+02:00;;65 rue des Ormeaux, Rennes;12;;;;;Oui;Oui;Non;Non;Sainte-Thérèse;;2015-08-31;;Oui;Grand public
4364;2021-08-17T02:00:00+02:00;Saint-Erblon;48.020602, -1.63193;35266;4364;2021-09-02T02:00:00+02:00;;15 Douazel, Saint-Erblon;;Ts3 Ts54;;;;Non;Oui;Non;Oui;Saint-Erblon campagne;Changement de desserte;2021-09-02;;Oui;Grand public
1188;2022-06-27T02:00:00+02:00;Rennes;48.114898, -1.701959;35238;1188;2022-10-24T02:00:00+02:00;;161 boulevard Saint-Jean-Baptiste de la Salle, Rennes;C4 N1;;;;;Oui;Oui;Oui;Non;Languedoc;Changement de desserte;2022-10-24;;Oui;Grand public
4054;2019-03-21T01:00:00+01:00;La Chapelle-des-Fougeretz;48.177108, -1.732207;35059;4054;2019-09-02T02:00:00+02:00;;3 rue des Carlets, la Chapelle-des-Fougeretz;52;226 224 228;;52;;Oui;Oui;Non;Oui;La Chapelle Fougeretz - Centre-ville;Nouveau nom;2023-07-10;;Oui;Grand public
2030;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.124795, -1.596767;35051;2030;2022-10-24T02:00:00+02:00;;59 rue de Belle Epine, Cesson-Sévigné;34;216;;;;Oui;Non;Non;Non;Cesson Est;;2022-10-24;;Oui;Grand public
1419;2018-02-07T01:00:00+01:00;Rennes;48.111433, -1.713382;35238;1419;;;39 rue Charles Géniaux, Rennes;14;;;;;Oui;Non;Non;Non;Atalante Champeaux;;2002-01-01;;Oui;Grand public
2016;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.114224, -1.621951;35051;2016;2022-10-24T02:00:00+02:00;;2 A rue du Taillis, Cesson-Sévigné;C6 14 67 167;206 214;;;;Oui;Oui;Oui;Oui;Cesson rue de Rennes;Changement de desserte;2022-10-24;;Oui;Grand public
1610;2022-06-27T02:00:00+02:00;Rennes;48.114025, -1.636082;35238;1610;2022-10-24T02:00:00+02:00;;140 avenue Général Leclerc, Rennes;C4 C6 67 167 N4;206 210;;;;Oui;Oui;Oui;Oui;Beaulieu Campus;Changement de desserte;2022-10-24;;Oui;Grand public
3613;2019-03-25T01:00:00+01:00;Parthenay-de-Bretagne;48.191297, -1.8243;35216;3613;2019-09-02T02:00:00+02:00;;47 rue Principale, Parthenay-de-Bretagne;65 165;236;77;65;;Oui;Non;Non;Non;Parthenay - Centre-ville;Changement de desserte;2019-09-02;;Oui;Grand public
1617;2022-06-27T02:00:00+02:00;Rennes;48.129137, -1.630168;35238;1617;2022-10-24T02:00:00+02:00;;6 square André Desbois, Rennes;C4;;;;;Oui;Oui;Oui;Oui;Centre commercial Longs Champs;Changement de desserte;2022-10-24;;Oui;Grand public
3216;2019-05-23T02:00:00+02:00;Orgères;48.009532, -1.666195;35208;3216;2019-09-02T02:00:00+02:00;;1 le Pâty, Orgères;74;213 Ts6 Ts53 Ts54;61;61;;Oui;Non;Non;Non;Orgères Nord;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
3213;2019-05-23T02:00:00+02:00;Orgères;48.009507, -1.66592;35208;3213;2019-09-02T02:00:00+02:00;;1 le Pâty, Orgères;74;213 Ts6 Ts54;;61;;Oui;Oui;Non;Oui;Orgères Nord;Changement de desserte;2019-09-02;;Oui;Grand public
3322;2022-06-27T02:00:00+02:00;Thorigné-Fouillard;48.149322, -1.577703;35334;3322;2022-10-24T02:00:00+02:00;;1 impasse François Terrasson, Thorigné-Fouillard;50 83;201 221;;50;50;Oui;Oui;Oui;Oui;Thorigné Curien;Changement de desserte;2022-10-24;;Oui;Grand public
3801;2019-05-23T02:00:00+02:00;Bourgbarré;47.990142, -1.613855;35032;3801;;;14 rue Georges Brassens, Bourgbarré;74 161;Ts4 233 213 230;61;61;;Oui;Oui;Oui;Oui;Bourgbarré - cente ville;;2002-01-01;2024-09-01;Oui;Grand public
3260;2019-06-06T02:00:00+02:00;Orgères;47.992951, -1.662898;35208;3260;2019-09-02T02:00:00+02:00;;25 rue Lucie Aubrac, Orgères;74;213 Ts51;;61;;Oui;Oui;Oui;Oui;;Changement de desserte;2019-09-02;;Oui;Grand public
4747;2020-08-25T02:00:00+02:00;Laillé;48.001642, -1.7241;35139;4747;2020-09-01T02:00:00+02:00;;20 Martigné, Laillé;;Ts10 Ts57;;;;Non;Non;Non;Non;Laillé campagne;Changement de desserte;2020-09-01;;Oui;Grand public
1166;2022-06-27T02:00:00+02:00;Rennes;48.109914, -1.675145;35238;1166;2022-10-24T02:00:00+02:00;;20 quai Emile Zola, Rennes;C4 C6 67 N4;;;;;Oui;Non;Oui;Oui;Rennes Centre;Changement de desserte;2022-10-24;;Oui;Grand public
2366;2022-09-01T02:00:00+02:00;Bruz;48.026878, -1.745504;35047;2366;2022-10-24T02:00:00+02:00;;20 rue des Acacias, Bruz;;Ts1 Ts3 Ts4 Ts5 Ts6 Ts7 Ts8 Ts9 Ts10 Ts11 Ts12 229 Ts13 231 230 219;;;;Non;Non;Non;Non;Bruz - scolaire;Changement de desserte;2022-10-24;;Oui;Grand public
4700;2020-06-23T02:00:00+02:00;Laillé;47.97845, -1.71347;35139;4700;2020-09-01T02:00:00+02:00;;37 rue du Point du Jour, Laillé;79 80;Ts11 231 Ts57;;72;;Oui;Oui;Oui;Oui;Laillé centre ville;Changement de desserte;2020-09-01;;Oui;Grand public
4758;2020-06-23T02:00:00+02:00;Laillé;47.94704, -1.726359;35139;4758;2020-09-01T02:00:00+02:00;;;;Ts9 Ts57;;;;Non;Non;Non;Non;Laillé campagne;Changement de desserte;2020-09-01;;Oui;Grand public
6014;2018-02-07T01:00:00+01:00;Romillé;48.240291, -1.864118;35245;6014;;;45 le Crais, Romillé;;Ts71;;;;Non;Non;Non;Non;Romillé - scolaire;;2002-01-01;;Oui;Grand public
2603;2022-01-21T01:00:00+01:00;Vern-sur-Seiche;48.044735, -1.603959;35352;2603;2021-08-30T02:00:00+02:00;;1 place de la Poste, Vern-sur-Seiche;73 75;232 Ts20;;;;Oui;Oui;Oui;Oui;Vern - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
4401;2022-06-27T02:00:00+02:00;Le Verger;48.069918, -1.932427;35351;4401;2022-10-24T02:00:00+02:00;;15 place de l'Eglise, le Verger;55 155;Ts35;;55;;Oui;Oui;Oui;Oui;Le Verger - Centre-ville;Changement de desserte;2023-09-04;;Oui;Grand public
2605;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.049414, -1.609809;35352;2605;2022-10-24T02:00:00+02:00;;2 A rue du Hameau de l'Abbaye, Vern-sur-Seiche;62;;62;62;62;Oui;Non;Non;Non;Vern - Haute Abbaye;Changement de desserte;2022-10-24;;Oui;Grand public
2230;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.086456, -1.701833;35281;2230;2022-10-24T02:00:00+02:00;;97 rue du Temple de Blosne, Saint-Jacques-de-la-Lande;;209;;;;Impossible;Oui;Oui;Oui;Saint-Jacques rennais;Changement de desserte;2022-10-24;;Oui;Grand public
1019;2022-06-27T02:00:00+02:00;Rennes;48.105084, -1.684731;35238;1019;2022-10-24T02:00:00+02:00;;30 boulevard de La Tour d'Auvergne, Rennes;C5 TTZ;;;;;Oui;Oui;Oui;Oui;Arsenal Redon;Changement de desserte;2022-10-24;;Oui;Grand public
1454;2022-07-25T02:00:00+02:00;Rennes;48.089581, -1.691241;35238;1454;2023-01-03T01:00:00+01:00;;4 avenue de Bréquigny, Rennes;13 63;;;;;Oui;Oui;Oui;Non;Bréquigny;Changement de desserte;2023-01-03;;Oui;Grand public
1455;2022-07-25T02:00:00+02:00;Rennes;48.086702, -1.691043;35238;1455;2023-01-03T01:00:00+01:00;;1 allée Pierre de Coubertin, Rennes;13 63;;;;;Oui;Oui;Oui;Non;Bréquigny;Changement de desserte;2023-01-03;;Oui;Grand public
1252;2022-06-27T02:00:00+02:00;Rennes;48.138782, -1.66602;35238;1252;2022-10-24T02:00:00+02:00;;19 rue Emile Bernard, Rennes;C3 TTZ;;;;;Oui;Oui;Oui;Oui;Patton;Changement de desserte;2023-08-01;;Oui;Grand public
2608;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.05838, -1.616486;35352;2608;2022-10-24T02:00:00+02:00;;1 le Hameau de la Bretonnière, Vern-sur-Seiche;62;;;62;62;Oui;Non;Non;Non;Vern - Vallée de l'Orson;Changement de desserte;2022-10-24;;Oui;Grand public
1373;2022-06-27T02:00:00+02:00;Rennes;48.135248, -1.65936;35238;1373;2022-10-24T02:00:00+02:00;;46 rue de Sevailles, Rennes;C5;;;;;Oui;Non;Non;Non;Saint-Laurent;Changement de desserte;2022-10-24;;Oui;Grand public
2617;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.049484, -1.611106;35352;2617;2022-10-24T02:00:00+02:00;;2 rue du Hameau de l'Abbaye, Vern-sur-Seiche;62;;;62;62;Oui;Oui;Oui;Oui;Vern - Haute Abbaye;Changement de desserte;2022-10-24;;Oui;Grand public
1493;2022-06-27T02:00:00+02:00;Rennes;48.127193, -1.693382;35238;1493;2022-10-24T02:00:00+02:00;;1 avenue de la Préfecture, Rennes;52 68 168 78 178;;;52;;Oui;Oui;Oui;Oui;Préfecture-ESC-Basch;Changement de desserte;2022-10-24;2024-09-01;Oui;Grand public
1654;2022-06-27T02:00:00+02:00;Rennes;48.129576, -1.674167;35238;1654;2022-10-24T02:00:00+02:00;;72 rue de la Motte-Brûlon, Rennes;32;;;;;Oui;Oui;Oui;Oui;Motte-Brûlon;Changement de desserte;2022-10-24;;Oui;Grand public
2311;2022-06-27T02:00:00+02:00;Bruz;48.047249, -1.741955;35047;2311;2022-10-24T02:00:00+02:00;;23 contour Antoine de Saint-Exupéry, Bruz;C7 C7ex N3;219;;C7;;Oui;Oui;Oui;Oui;Bruz - Ker Lann;Changement de desserte;2022-10-24;;Oui;Grand public
1203;2022-09-01T02:00:00+02:00;Rennes;48.122308, -1.639183;35238;1203;2022-10-24T02:00:00+02:00;;4 avenue Pierre Donzelot, Rennes;10 14 Relais_b;200;;;;Oui;Oui;Oui;Oui;Beaulieu Campus;Nouveau nom;2022-10-24;;Oui;Grand public
2101;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.131755, -1.597946;35051;2101;2022-10-24T02:00:00+02:00;;1 le Placis Vert, Cesson-Sévigné;64 83;200;;64;64;Oui;Oui;Oui;Oui;Lycée F Ozanam;Changement de desserte;2022-10-24;;Oui;Grand public
1277;2022-06-27T02:00:00+02:00;Rennes;48.102127, -1.684092;35238;1277;2022-10-24T02:00:00+02:00;;2 carrefour Georges Nitsch, Rennes;C5;;;;;Oui;Oui;Oui;Oui;La Madelaine;Changement de desserte;2022-10-24;;Oui;Grand public
2601;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.038508, -1.602504;35352;2601;2022-10-24T02:00:00+02:00;;113 rue de Châteaubriant, Vern-sur-Seiche;62;;62;62;62;Oui;Oui;Oui;Oui;Vern - La Touche;Changement de desserte;2022-10-24;;Oui;Grand public
1511;2022-06-27T02:00:00+02:00;Rennes;48.087572, -1.643466;35238;1511;2022-10-24T02:00:00+02:00;;211 rue de Vern, Rennes;73 75 173 175;;;;;Oui;Oui;Oui;Non;Poterie;Changement de desserte;2022-10-24;;Oui;Grand public
1481;2022-06-27T02:00:00+02:00;Rennes;48.129789, -1.642252;35238;1481;2022-10-24T02:00:00+02:00;;301 rue de Fougères, Rennes;83;;;;;Oui;Oui;Oui;Oui;Parc des Gayeulles;Changement de desserte;2022-10-24;;Oui;Grand public
2238;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.065007, -1.724483;35281;2238;2022-10-24T02:00:00+02:00;;33 rue Jules Vallès, Saint-Jacques-de-la-Lande;13;219 245;;C7;;Oui;Oui;Oui;Oui;Aéroport;Changement de desserte;2022-10-24;;Oui;Grand public
1422;2020-09-17T02:00:00+02:00;Rennes;48.116261, -1.711309;35238;1422;2015-07-02T02:00:00+02:00;;5 rue de Vezin, Rennes;76 14 53;Ts91;;53;;Oui;Oui;Oui;Non;Atalante Champeaux;Changement de desserte;2015-07-02;;Oui;Grand public
2612;2022-06-27T02:00:00+02:00;Vern-sur-Seiche;48.072287, -1.628754;35352;2612;2022-10-24T02:00:00+02:00;;35 bis rue de la Hallerais, Vern-sur-Seiche;62;;62;62;62;Oui;Oui;Non;Oui;Vern - Vallée de l'Orson;Changement de desserte;2022-10-24;;Oui;Grand public
2210;2022-06-27T02:00:00+02:00;Saint-Jacques-de-la-Lande;48.094357, -1.698457;35281;2210;2022-10-24T02:00:00+02:00;;73 boulevard Jean Mermoz, Saint-Jacques-de-la-Lande;13 N3;245;;;;Oui;Oui;Oui;Oui;La Courrouze;Changement de desserte;2022-10-24;;Oui;Grand public
3025;2022-06-27T02:00:00+02:00;Chantepie;48.076742, -1.631836;35055;3025;2022-10-24T02:00:00+02:00;;;62;;62;62;62;Non;Non;Non;Non;Chantepie Est;Changement de desserte;2022-10-24;;Oui;Grand public
2002;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.130233, -1.627664;35051;2002;2022-10-24T02:00:00+02:00;;3 rue du Chêne Germain, Cesson-Sévigné;C1 34 83 164;;;;;Oui;Oui;Oui;Oui;Chêne Germain;Changement de desserte;2024-02-12;2024-08-31;Oui;Grand public
2316;2022-06-27T02:00:00+02:00;Bruz;48.049376, -1.740727;35047;2316;2022-10-24T02:00:00+02:00;;4 allée Gustave Eiffel, Bruz;C7 C7ex N3;219;C7;C7;C7;Oui;Oui;Non;Oui;Bruz - Ker Lann;Changement de desserte;2022-10-24;;Oui;Grand public
2084;2022-06-27T02:00:00+02:00;Cesson-Sévigné;48.12903, -1.604741;35051;2084;2022-10-24T02:00:00+02:00;;9 rue du Roquet, Cesson-Sévigné;64;200;64;64;64;Impossible;Non;Non;Non;Cesson nord;;2022-10-24;;Oui;Grand public
1605;2022-06-27T02:00:00+02:00;Rennes;48.110157, -1.656509;35238;1605;2022-10-24T02:00:00+02:00;;133 avenue Aristide Briand, Rennes;C4 C6 N4 TTZ;;;;;Oui;Oui;Oui;Oui;Axe Est-Ouest;Changement de desserte;2022-10-24;;Oui;Grand public
3512;2019-10-02T02:00:00+02:00;Montgermont;48.155644, -1.716708;35189;3512;2019-10-07T02:00:00+02:00;;1 rue Paumier, Montgermont;52;226 228 224;52;52;;Oui;Non;Non;Non;Montgermont - Centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
2716;2022-06-27T02:00:00+02:00;Noyal-Châtillon-sur-Seiche;48.068545, -1.665941;35206;2716;2022-10-24T02:00:00+02:00;;46 Beaulieu, Noyal-Châtillon-sur-Seiche;61;;61;61;61;Oui;Non;Non;Non;Noyal Nord;Changement de desserte;2022-10-24;;Oui;Grand public
9152;2021-09-28T02:00:00+02:00;Rennes;48.121699, -1.640951;35238;9152;2019-10-15T02:00:00+02:00;;39 avenue Professeur Charles Foulon, Rennes;;;;;;;;;;;Création;2022-10-24;;Oui;Grand public
3961;2022-06-27T02:00:00+02:00;Saint-Sulpice-la-Forêt;48.217752, -1.581363;35315;3961;2022-10-24T02:00:00+02:00;;11 rue Naise, Saint-Sulpice-la-Forêt;70 71;;51;71;;Oui;Non;Non;Non;Saint-Sulpice la Forêt bourg;Changement de desserte;2022-10-24;;Oui;Grand public
3328;2022-09-01T02:00:00+02:00;Thorigné-Fouillard;48.154772, -1.573264;35334;3328;2022-10-24T02:00:00+02:00;;1 allée des Bruyères, Thorigné-Fouillard;83;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
1730;2022-09-01T02:00:00+02:00;Rennes;48.117477, -1.659421;35238;1730;2022-10-24T02:00:00+02:00;;47 boulevard de Metz, Rennes;32;;;;;Oui;;;;;Création;2022-10-24;;Oui;Grand public
4159;2022-06-27T02:00:00+02:00;Brécé;48.107463, -1.482571;35039;4159;2022-10-24T02:00:00+02:00;;20 rue des Prés Hauts, Brécé;67 167;;11;67;;Impossible;Non;Non;Non;Brécé - centre-ville;Changement de desserte;2022-10-24;;Oui;Grand public
1515;2022-06-27T02:00:00+02:00;Rennes;48.113631, -1.647569;35238;1515;2022-10-24T02:00:00+02:00;;116 avenue Général Leclerc, Rennes;67;210;;;;Oui;Oui;Oui;Non;Moulin de Joué;Changement de desserte;2022-10-24;;Oui;Grand public
2817;2022-06-27T02:00:00+02:00;Saint-Grégoire;48.142924, -1.686672;35278;2817;2022-10-24T02:00:00+02:00;;1 la Victoire, Saint-Grégoire;C2 78 178;204;;;;Oui;Oui;Oui;Oui;Saint-Grégoire - Haut Trait/CHP;Changement de desserte;2022-10-24;2024-08-31;Oui;Grand public
